"Code","Pen","System","Trial","Sampling_time","Sampling_date","Chicken_body_weight","TBARS","Salmonella","Campylobacter","Clostridium","Cortisol","FPD","Haptoglobin","CRP","LPS","Observations","Comments","Treatment","Sex","Replicate","Breed","Crypt_depth_caecum","Acidic_goblet_cell_number_caecum","Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum","Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum","Acetic_acid_caecum","Propionic_acid_caecum","i.Butyric_acid_caecum","n.Butyric_acid_caecum","i.Valeric_acid_caecum","n.Valeric_acid_caecum","Total_SCFAs_caecum","Total_branch_chain_fatty_acids_caecum","Putrescin_caecum","Histamin_caecum","Cadaverin_caecum","Spermidin_caecum","Tyramin_caecum","Spermin_caecum","Gesamtamine_caecum","L.Laktat_caecum","D.Laktat_caecum","Total_lactate_caecum","L.D_lactic_ratio_caecum","Ammonium_caecum","Acetic.totalFA_ratio_caecum","Propionic.totalFA_ratio","iButyric.totalFA_ratio_caecum","nButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum","nValeric.totalFA_ratio_caecum","IL1_caecum","IL2_caecum","IL4_caecum","IL6_caecum","IL8_caecum","IL10_caecum","IL12_caecum","IL17_caecum","IL18_caecum","TNFa_caecum","IFNg_caecum","TGFb_caecum","MUC2_caecum","CLN5_caecum","Villi_height_ileum","Villi_width_ileum","Crypt_depth_ileum","VH.CD_ratio_ileum","Epithelial_area_ileum","Acidic_goblet_cell_number_ileum","Mixed_goblet_cell_number","Total_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum","Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum","Acetic_acid_ileum","Propionic_acid_ileum","i.Butyric_acid_ileum","n.Butyric_acid_ileum","i.Valeric_acid_ileum","n.Valeric_acid_ileum","Total_SCFAs_ileum","Total_branch_chain_fatty_acids_ileum","Putrescin_ileum","Histamin_ileum","Cadaverin_ileum","Spermidin_ileum","Tyramin_ileum","Spermin_ileum","Gesamtamine_ileum","L.Laktat_ileum","D.Laktat_ileum","Total_lactate_ileum","L.D_lactic_ratio_ileum","Ammonium_ileum","Acetic.totalFA_ratio_ileum","Propionic.totalFA_ratio_ileum","iButyric.totalFA_ratio_ileum","nButyric.totalFA_ratio_ileum","iValeria.totalFA_ratio_ileum","nValeric.totalFA_ratio_ileum","IL1_ileum","IL2_ileum","IL4_ileum","IL6_ileum","IL8_ileum","IL10_ileum","IL12_ileum","IL17_ileum","IL18_ileum","TNFa_ileum","IFNg_ileum","TGFb_ileum","MUC2_ileum","CLN5_ileum"
"CB19.11","CB19","Chicken","CB","Day 21","21/05/2019",1051,NA,"-","-","-",NA,NA,79,0.65,3.54,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB19.12","CB19","Chicken","CB","Day 21","21/05/2019",900.9,NA,"-","-","-",NA,NA,59.06,0.92,14.48,"","","CO","Male","R2","Ross",251.6,3.3,12.8,16.1,1.327011867,5.136132317,6.463144184,90.23503556,8.321776558,0.960099358,11.46966357,"0.185837758",0.513818663,111.6862315,1.145937117,NA,NA,NA,NA,NA,NA,NA,0.0348,NA,0.0348,0,NA,0.80793339,0.0745,0.0086,0.102695412,0.00166,0.0046,-2.395,-4.714,-3.374,-5.22,-2.095,-6.316,-4.354,-3.565,-2.553,-2.835,-2.443,-1.13,-1.425,-2.499,514.3,102.3,174,2.955747126,52.61289,13.3718,74.5735,87.9453,"2.6",14.5,17.1,4.30946,0.0656,0.191579,0,0,0.0197,4.5864334,0.191579,0.0154,0,0.0618,0.0257,0,0.0103,0.113264069,27.20218413,5.992707937,33.19489206,0.220302455,2.051864541,0.939610286,0.0143,0.0418,0,0,0.00431,-1.158,-4.059,-2.17,-4.69,-1.791,-4.383,-2.421,-2.468,-1.854,-1.885,-0.927,1.361,1.759,-0.41
"CB19.13","CB19","Chicken","CB","Day 35","03/06/2019",2290.2,NA,"-","-","-",NA,NA,99.09,0.4,39.7,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB19.14","CB19","Chicken","CB","Day 35","03/06/2019",2115.8,NA,"-","-","-",NA,NA,34.37,1.54,38.89,"","","CO","Male","R2","Ross",201.452,1.1,13.5,14.6,0.552118693,6.7212556,7.273374293,76.90272788,17.74614691,0.795699901,5.473562594,"0.317273455",0.49666466,101.7320754,1.101801899,NA,NA,NA,NA,NA,NA,NA,0.159945602,0.160834188,0.32077979,1.005555556,9.170094545,0.750200953,0.179645419,0.00638,0.0556,0.00319,0.00497,-3.251,-3.98,-3.481,-4.754,-2.689,-5.128,-3.349,-3.01,-2.303,-3.72,-2.844,-0.28,-0.731,-1.24,503.165,136.609,97.742,5.147889341,68.73686748,11.06963,142.89886,153.96849,"2.2",28.4,30.6,2.689950079,0.156660634,0,0,0.0378,0.0266,2.911014937,0.0378,NA,0,0.725593794,0.0726,0,0.0155,1.197229759,50.89844848,19.24651558,70.14496406,0.378135604,2.082981797,0.924059181,0.0538,0,0,0.013,0.00914,-2.914,-5.459,-4.119,-5.326,-2.964,-5.005,-3.671,-3.311,-2.866,-3.527,-2.783,-0.671,0.179,-2.036
"CB19.15","CB19","Chicken","CB","Day 35","04/06/2019",1998.6,NA,"-","-","-",NA,NA,101.66,0.89,58.13,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB19.16","CB19","Chicken","CB","Day 35","04/06/2019",2566.8,NA,"-","-","-",NA,NA,104.57,0.62,46.79,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB19.17","CB19","Chicken","CB","Day 35","05/06/2019",2253,NA,"-","-","-",NA,NA,49.27,0,7.97,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB19.18","CB19","Chicken","CB","Day 35","05/06/2019",2500.3,NA,"-","-","-",NA,NA,75.21,0,8.6,"","","CO","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.01","CB20","Chicken","CB","Day 7","06/05/2019",203,NA,"NS","NS","NS",NA,NA,5.86,5.53,44.68,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.02","CB20","Chicken","CB","Day 7","06/05/2019",188.8,NA,"NS","NS","NS",NA,NA,0,5.27,41.8,"","","CC","Male","R2","Ross",127.3,5.1,16.3,21.4,4.192202894,12.47563276,16.66783565,57.61796397,1.478470524,0.426138969,12.09205905,"0.129920549",0.473333946,72.217887,0.556059517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.797835084,0.0205,0.0059,0.167438561,0.0018,0.00655,-3.657,-5.372,-4.288,-5.977,-2.204,-7.181,-4.959,-3.41,-3.098,-3.458,-3.223,-1.713,-1.373,-2.362,410,116.5,98.1,4.179408767,47.765,8.61,72.16,80.77,"2.1",17.6,19.7,1.95916,0.0841,0.110814,0,0.0241,0.0378,2.2159273,0.1348967,0.033,0,0.022,0.0605,0,0.011,0.126472338,26.26554967,12.35644868,38.62199834,0.470443179,3.133991778,0.884126478,0.0379,0.05,0,0.0109,0.0171,0.02,-0.214,0.194,-3.744,-6.151,-2.371,-5.079,-2.683,-6.762,-4.495,-3.243,-3.157,-3.246,-2.371
"CB20.03","CB20","Chicken","CB","Day 7","06/05/2019",197.4,NA,"-","-","-",NA,NA,0,4.19,39.32,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.04","CB20","Chicken","CB","Day 7","07/05/2019",206,NA,"NS","NS","NS",NA,NA,270.24,2.17,47.13,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.05","CB20","Chicken","CB","Day 7","07/05/2019",200.5,NA,"-","-","-",NA,NA,441.82,3.01,47,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.06","CB20","Chicken","CB","Day 7","07/05/2019",224.1,NA,"NS","NS","NS",NA,NA,743.1,2.56,41.09,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.07","CB20","Chicken","CB","Day 21","20/05/2019",901.1,NA,"-","-","-",NA,NA,22.8,0,32.74,"","","CC","Male","R2","Ross",291.8,11.2,18.6,29.8,3.908367283,6.415758836,10.32412612,33.18640861,6.075979238,0.5605533,5.017341061,"0.456227297",0.459314775,45.75582428,1.016780597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.725293646,0.132791384,0.0123,0.109654697,0.00997,0.01,-2.373,-4.657,NA,-4.861,-2.286,-6.111,-4.252,-3.893,-2.285,-2.889,-2.398,-0.949,-0.924,-2.277,459.1,157,133.1,3.449286251,72.0787,16.0685,73.456,89.5245,"3.5",16,19.5,2.56016,0.0621,0.154707,0,0,0.0236,2.800551,0.154707,0.01,0,0.110092116,0.025,0,0.01,0.1551298,24.73320903,4.905088654,29.63829768,0.198319945,1.598478703,0.914162963,0.0222,0.0552,0,0,0.00843,-0.943,-4.062,-2.028,-4.093,-1.972,-4.009,-2.444,-2.464,-1.273,-1.611,-0.686,1.519,1.536,-0.38
"CB20.08","CB20","Chicken","CB","Day 21","20/05/2019",1060.5,NA,"-","-","-",NA,NA,20.88,0.45,39.23,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.09","CB20","Chicken","CB","Day 21","20/05/2019",881.2,NA,"NS","NS","NS",NA,NA,89.55,0,44.95,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.10","CB20","Chicken","CB","Day 21","21/05/2019",1103.7,NA,"NS","NS","NS",NA,NA,88.08,0,8.43,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.11","CB20","Chicken","CB","Day 21","21/05/2019",918.4,NA,"-","-","-",NA,NA,72.25,-0.15,10.33,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.12","CB20","Chicken","CB","Day 21","21/05/2019",921.6,NA,"-","-","-",NA,NA,77.98,0.65,17.78,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.13","CB20","Chicken","CB","Day 35","03/06/2019",2059.1,NA,"-","-","-",NA,NA,155.35,0,42.14,"","","CC","Male","R2","Ross",285.961,1.4,16.8,18.2,0.544668217,6.363977717,6.908645935,97.30822939,7.377477526,0.740094409,26.520538,"0.410753529",0.830915035,133.1880079,1.584054926,0.0343,0,0.177348837,0.984,0,0.0114,1.207116279,0.0694,0.0936,0.162997477,1.348314607,6.175312785,0.721997432,0.0563,0.00529,0.205963009,0.00445,0.00599,-3.248,-3.82,-3.925,-5.584,-2.109,-4.969,-3.513,-3.007,-2.304,-3.691,-2.811,-0.93,-1.107,-1.697,688.689,125.3,166.861,4.127321543,86.2927317,19.283292,181.813896,201.097188,"2.8",26.4,29.2,2.570755275,0.195880694,0,0,0.0397,0.0357,2.84211832,0.0397,0.0452,0.0201,0.130609221,0.0452,0.0603,0.00502,0.306429327,73.24775261,24.5343025,97.78205512,0.33494956,1.621173479,0.904520849,0.0689,0,0,0.014,0.0126,-2.989,-5.423,-4.07,-5.786,-3.27,-5.244,-3.814,-3.729,-2.859,-3.327,-2.671,-0.833,0.164,-2
"CB20.14","CB20","Chicken","CB","Day 35","03/06/2019",2643.5,NA,"-","-","-",NA,NA,3.4,0,35.25,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.15","CB20","Chicken","CB","Day 35","04/06/2019",2287,NA,"-","-","-",NA,NA,33.4,0.56,51.24,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,60.70514,6.48737,0.888336,22.64202,"0.713683",1.38594,92.822489,1.602019,0.0624,0.0208,0.306826436,1.903363991,0,0.026,2.319399836,0.0867,0.0489,0.135549474,1.773584906,11.9298469,0.653991728,0.0699,0.00957,0.243928171,0.00769,0.0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.875456,0.0246,0.0809,NA,NA,NA,0.9809489,0.0809,0.00572,0.00572,0.0629,0.0172,0,0.0114,0.103006352,20.27318641,3.379467295,23.6526537,5.998929606,1.970378222,0.0282,0.000795,0.00261,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.16","CB20","Chicken","CB","Day 35","04/06/2019",2568.4,NA,"-","-","-",NA,NA,36.67,0.33,57.05,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.17","CB20","Chicken","CB","Day 35","05/06/2019",2394.4,NA,"-","-","-",NA,NA,63.48,0,8.6,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB20.18","CB20","Chicken","CB","Day 35","05/06/2019",2639.2,NA,"NS","NS","NS",NA,NA,60.78,1.26,7.97,"","","CC","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,53.13155,5.62131,0.538038,18.34414,"0.595317",0.976761,79.207116,1.133355,NA,NA,NA,NA,NA,NA,NA,0.0246,NA,0.0246,NA,NA,0.670792634,0.071,0.00679,0.231597121,0.00752,0.0123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,3.14865,0.0192,0.108457,NA,NA,NA,3.2763403,0.108457,0,0,0.0209,0.0104,0,0.00522,0.0365,32.51377519,0.426772936,32.94054813,76.18518519,1.28208576,0.101569355,0.00062,0.0035,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.01","CB21","Chicken","CB","Day 7","06/05/2019",179.1,NA,"NS","NS","NS",NA,NA,303.12,6.13,36.33,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.02","CB21","Chicken","CB","Day 7","06/05/2019",177.2,NA,"-","-","-",NA,NA,0,2.19,43.47,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CB21.03","CB21","Chicken","CB","Day 7","06/05/2019",176,NA,"NS","NS","NS",NA,NA,0,2.33,42.99,"","","CE","Female","R2","Ross",115.4,4.1,19.4,23.5,3.661210272,17.02423148,20.68544175,64.42710767,2.217753218,0.616024558,9.877931589,"0.368453247",0.674170764,78.18144104,0.984477805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.824071631,0.0284,0.00788,0.126346246,0.00471,0.00862,-3.351,-5.011,-4.256,-5.62,-2.076,-6.05,-4.617,-3.343,-3.13,-3.295,-3.281,-1.228,-1.007,-2.109,300.7,113.7,97.7,3.07778915,34.18959,11.7273,62.5456,74.2729,"3.9",20.8,24.7,1.57347,0.0865,0.111928,0.0188,0.00932,0.0371,1.83713231,0.12124791,0.0189,0,0.00471,0.033,0.3534588,0.0141,0.42415056,21.03747287,2.704487845,23.74196072,0.128555738,2.617948795,0.856481589,0.0471,0.0609,0.0103,0.00507,0.0202,-0.069,-0.1,0.17,-3.895,-6.008,-2.504,-5.169,-3.298,-5.161,-4.908,-3.787,-3.512,-3.291,-2.504
"CB21.04","CB21","Chicken","CB","Day 7","07/05/2019",190,NA,"NS","NS","NS",NA,NA,1467.6,1.51,40.73,"","","CE","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
